,score,comments
1029,-1,"It was kind of hectic. I booked the place 2 weeks in advance and was never sent details on how to get into the house. I messaged the owner a few times on Airbnb and didn't get a response. I eventually called the owner for details, on the day of around 8pm. He picked up and told me a bunch of details but I couldn't write them down so I asked him to text it to me. 30 mins later, I had no response, so I tried calling again since I finally was able to take down notes. No answer. I called again an hour later, it was 9:30pm. I had a 6am flight so I was dying to get in and sleep. No pick up. I text him, no reply. I call again 10 mins later and leave a voice mail, no response. I then had a friend call him on a different number and he picked up immediately, as if he was ignoring my text's and calls. When we got the details to get into the home. we made it in and got setup for tomorrows flight. Not once, did I ever meet the owner. There were no introductions or welcoming. In a lot of ways, this experience was so annoying that I won't recommend this place. Regardless of the location and the comfort of the room, it's not worth it to be unsure if you have a place to stay at 10pm when you have a 6 am flight."
1030,-2,"Booked the room but never replied to any of my messages and did not answer any of my phone calls either. When I arrived, I still could not get in touch with him and ended up having to book another place last minute which was very hectic with all my luggage (and wasted my day). I would avoid. "
1031,-1,Jil was very accommodating of our needs and kind to us during a personally stressful time.
1032,-1,"Nous n'avons pas eu le plaisir de rencontrer Dan en personne. Mais il était très accueillant par message interposé, et très disponible pour répondre à nos demandes. Son appartement est tout simplement magnifique à tout point de vue : confort, équipement, propreté. Et la disponibilité d'un parking dédié à l'appartement est un vrai plus quand on est en voiture. Nous reviendrons avec plaisir."
1033,-1,"L appartement est conforme aux photos spacieux bien équipé,très propre.
Tout près du centre de Boston en bus.
Dommage qu il soit si bruyant ( avion ,et camion en semaine).
Et il se trouve au 3 ème sans ascenseur.
Nous y avons passé un bon séjour.
"
1034,-1,My mom and I traveled together to Boston for a quick weekend trip. The city is great! So many fun things to see and delicious food to eat. Lisa was a great host! We had nightmarish megabus delays and didn't arrive until close to midnight. Lisa was nothing but kind and understanding. You won't be disappointed if you stay here! 
1035,-1,"Kristina est très accueillante et répond à nos besoins rapidement.
Studio très vieillot,mais propre,fonctionnel et près de tout avec le métro. Quartier très tranquille et joli avec ses vieilles et belles maisons.Vive Quincey market,pas besoin de préparer les repas du soir,on achète du tout cuit,poisson,homard,patés etc.
Avons bien aimé notre expérience ."
1036,-1,"Séjour très agréable au studio de Kristina et Chris! Toutes les indications nous avaient été donné pour facilement trouver le studio. Ils nous ont spécifié à plusieurs reprises qu'ils étaient disponible si nous avions des questions. 

Tout était parfait! "
1037,-1,"Es war toll, bei Elita zu sein. Sie ist eine sehr fürsorgliche und freunfliche Gastgeberin."
1038,-10,"While this was our first Airbnb stay, we regularly travel. 

This was our worst lodging experience EVER.  Airbnb sent an email in advance asking to confirm w/ Bernie as host.  We did and also asked 2 questions about early check-in and/or a place to leave luggage.  In the only email from Bernie, he said the check-in was at 12 noon.  Bernie failed to respond in advance of the stay to the 2 emails (8/8/14, 8/12/14) and 1 voice mail message on 8/15/14.  We also sent an email on 8/15 to the Airbnb Help Center marked “urgent” – since we never heard back from our host – but we never heard from Airbnb.  Therefore, we made multiple efforts, including on the day of check-in to raise concerns.  Had Airbnb responded, we would've relayed lack of cleanliness and that the room was not as described.

At the office we were told check-in was at 2pm and not noon.  The person at the desk inferred we were lying until the email from Bernie was found that clearly said noon.  This was insulting.  

In addition to the poor attitude and poor customer service to even gain entry, the room was definitely not as described in both the narrative and the photos. 
1.Kitchen: The kitchen was disgusting, unusable and a public health hazard.  It consisted of a few appliances wedged into a sliver of a closet (photo).  There was black mold along the sink edges, and back of stove (photos).  Cockroach/vermin droppings were found in the cabinet above the refrigerator (photo).  Pots/pans in this cabinet were filthy (photo).  Kitchens typically have a coffee maker - none here.  Toaster was wedged onto an upper shelf of a closet, next to a hammer and stained pillows (photo).  Noone would ever consider cooking or eating anything in this room.
2.Room itself:  There were long hairs on the bedspread and futon that were visible.  Was this room really cleaned?  Room overall not as described – no usable kitchen; dirty, unsafe, and public health hazard.
3.Safety: hanging power strip w/ cords (photo).  This is a fire hazard, period.
4.Bathroom (photo):  The picture hanging on the bathroom wall had a wad of dust on the picture frame.  How long was this here getting bigger and bigger?  The room was allegedly cleaned immediately before we entered – if this bundle of dirt was there – what else wasn’t clean?
5.Building Security: In the morning, we found that the front door, that requires a key to enter, was propped open with a stack of newspapers.  This defeats the purpose of needing a key it is quite easy for anyone to just walk in.

We paid $286.00 for what we were led to believe was a studio apartment with a kitchen that included a cleaning fee.  The kitchen was not usable as described above and the place was not only filthy but contained black mold, vermin droppings and hazardous safety conditions.  Therefore, we are owed a full refund immediately.

"
