,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
19251,493591,15545064,2014-07-11,16932658,Fengling,  Flor Flor ,zh-cn
19281,493591,46819798,2015-09-13,43447272,Christoph, Ich habe mich im 5 Star House sehr wohlgefuehlt Flor war sehr herzlich und hilfsbereit als ich Probleme mit meinem Gepaeck hatte Die Adresse ist absolut empfehlenswert ,de
19320,4264012,28111794,2015-03-17,26310275,Samy, Wonderful experience,ro
19366,7329805,57026126,2015-12-21,18356164,Konnie,  bbq ,zh-tw
19624,1100686,18809173,2014-09-01,18688116,Kathleen, great ,ro
19642,1100686,32110696,2015-05-14,27878281,Katrina, B de huset og v relset passede rigtig fint p beskrivelsen V relset var behageligt lyst enkelt og p nt indrettet Huset var virkelig charmerende og fint med en sk n have Fint badev relse og godt k kken med spisestue Ann var en s d og hj lpsom v rt Ved ankomst hentede hun mig ved bussen og ved afrejse k rte hun mig endda helt til lufthavnen med mine store kufferter Ann var en s d og hj lpsom v rt og tog mig med til flere kunst design arrangementer mv hvilket var dejligt Lokaliteten var super fin stille gr nt med kig ud over byen samtidig med at det var i g kort afstand til Fremont bydelen stemning cafeer indk b kanal marked mv Jeg vil klart anbefale denne bolig og v rt ogs til l ngere ophold ,da
19661,1100686,45660540,2015-09-05,21553564,Helga," Wir haben vier N chte bei Ann in Fremont verbracht Es war einfach sch n Das Zimmer und das ganze Haus ist sehr liebevoll und k nstlerisch eingerichtet Die K che ist sehr gut ausgestattet Das Haus ist in einer ruhigen Wohnlage aber doch nur ein paar Blocks von Restaurants und Gesch ften entfernt Es war genauso wie beschrieben und sehr sauber Ann ist eine wunderbare unkomplizierte Gastgeberin Sie hatte viele Tipps und Infomaterial f r uns , Wenn wir wieder nach Seattle kommen werden wir sicher wieder bei Ann bernachten ",de
19892,1773803,14775918,2014-06-26,13209386,Xiaofan,  ,zh-cn
19944,1773803,30981876,2015-04-30,19449483,Ken," Kommunikation med Sheldon var effektivt og uproblematisk Jeg m dte ham aldrig men hentede blot n glerne i sandwich butikken nedenfor ,  , Lejligheden ligger midt i et livligt latiner kvarter med masser af restauranter barer mm Lejligheden ligger dog v k fra gaden s der er ingen larm overhovedet ,  , Internetforbindelsen er ikke s rlig hurtig men den er god nok til mail og surfing ",da
19960,1773803,39733763,2015-07-26,18681108,Florian, Die N he zum Unigel nde war f r uns ein gro er Pluspunkt ,de
19974,1773803,49342621,2015-10-03,41951415,孙莹,  ,zh-cn
19976,1773803,49899172,2015-10-07,40608719,Richard," A descri o do apartamento n o confere com o que encontramos a come ar pela foto de apresenta o a vista da pone e da cidade n o existem , O anfitri o n o foi nada atencioso Retiramos a chave numa pizzaria no mesmo pr dio e a subirmos ao apartamento foi uma decep o s Carpete imundo sof sujo banheiro microsc pico toalhas usadas no banheiro roupa de cama usada lixo cheio na cozinha Quando liguei ao propriet rio este informou que outros h spedes haviam deixado o apto e ele n o teve tempo de limp lo Eram 15 horas e ele informou que s poderia tomar provid ncias por volta das 20h , Foi a pior experi ncia ad viagem ",pt
19982,1773803,54129319,2015-11-16,30612865,Yuan,  ,zh-cn
20348,117165,25899589,2015-01-29,16359790,Yang, Judith nice ,zh-cn
20356,117165,33071673,2015-05-25,27266752,Sebastian," Pasamos tres noches con mi esposa en esta hermosa casa La vista es indescriptiblemente bella y la tranquilidad del lugar hace que incluso sea dif cil querer salir de all , Judith es amable en todo momento y est atenta a cualquier duda que tengas o ayuda que puedas necesitar , La gatita Kiri es hermosa fue definitivamente un extra inesperado de nuestra estad a all , En resumen casa vista tranquilidad y anfitri n se llevan el m s alto puntaje posible ",es
20454,3396140,37870397,2015-07-11,35055251,Eri,  airbnb ,ja
20654,1609922,35787534,2015-06-22,28502057,Alexander, Wir haben den Aufenthalt im Haus von Katie und Dan sehr genossen Es ist alles sehr gem tlich geschmackvoll und praktisch eingerichtet Der Kontakt mit Katie war unkompliziert und sehr nett Alles perfekt ,de
20810,2586350,33142613,2015-05-25,28702282,Elke, Die Unterkunft bei Akiko und Matt war genauso wie beschrieben das Stadtzentrum ist superschnell mit dem light Train zu erreichen so dass man f r die Stadtbesichtigung kein Auto braucht Akiko und Matt sind u erst freundliche aufmerksame und nette Gastgeber wir haben zusammen einen gem tlichen Grillabend verbracht In der Wohnung ist alles vorhanden um erholsame Ferien zu verbringen Wenn wir wieder einmal Seattle besuchen kommen wir gerne wieder Vielen Dank an Akiko und Matt ,de
21378,2763078,17642361,2014-08-15,6578267,Peter," sehr gut gelegen f r einen Besuch von Seattle Mit ffentliche Verkehrsmittel gut erreichbar Sauberes Zimmer Kitchenette etc alles prima in Ordnung , Gute Gastgeber empfehlenswert ",de
21418,2763078,36260049,2015-06-27,12531222,Judith, Ein freundliches Gastgeberpaar nette und gem tliche Unterkunft wie beschrieben in einem sehr sch nen Stadtteil von Seattle ,de
21425,2763078,38499261,2015-07-16,33393801,Britten, Clean quite place ,fr
21476,3884851,37158767,2015-07-05,25286308,Klaus," Cindy war sehr hilfsbereit und freundlich , Alles war sehr gut organisiert so bekamen wir zb zwei Schl ssel f r die Wohnung Kann diese Unterkunft im Preis und Leistungsverh ltnis nur empfehlen Auch lie Cindy 24 Stunden den Ventilator laufen da es sehr hei war Gesch fte sind in der unmittelbaren N he sowie Caf s und Co , Vielen Dank , Cindy",de
21687,8341720,53140925,2015-11-05,47323964,Rocío," El piso est muy bien es tal como en las fotos El sof es comod simo y la cocina muy pr ctica El ba o tambi n genial En el piso hay de todo toallas secador de pelo champ y pasta de dientes lavadora y secadora TV ,  , Trang fue muy amable desde el principio llegu muy tarde por el horario de mi vuelo y porque tuve problemas para llegar desde el aeropuerto y fue muy flexible ,  , Al llegar me dio todo tipo de indicaciones sobre el barrio y la casa y se mostr disponible a ayudarme en lo que necesitara ,  , Totalmente recomendable para alguien que necesite sentirse como en casa nada m s llegar ",es
21851,279063,21734028,2014-10-22,3252631,Fletcher, Awesome ,af
21935,279063,39188090,2015-07-21,2649005,Mickey, See earlier review,af
21944,279063,43297100,2015-08-18,39985703,Sarah,  ,zh-cn
22054,3697351,19135107,2014-09-07,17419990,Jean-François, Vraiment bien situ Super accueil Super Sympathique Je le recommande ,fr
22299,2027236,39730910,2015-07-26,25952434,Astrid, Von Jennifers Zimmer aus konnten wir alle unsere Wunschziele problemlos erreichen Das Zimmer selber war schon fast eine kleine Wohnung bestens ausgerichtet mit kleiner K hlschrank Mikrowellen Ecke und einem eigenen Badezimmer Mit der Terrasse vor der eigenen Eingangst r kam richtige Ferienstimmung auf Die Einrichtung hat sich im Vergleich zum Foto verbessert ,de
22305,2027236,43611336,2015-08-21,32408377,Rhea," Prima uitvalsbasis voor een trip naar Seattle Het bed was super comfortabel en de badkamer voldeed ook aan alle verwachtingen Echter is het huis wel ietwat gehorig maar niet storend , Het contact voorafgaande aan het bezoek verliep duidelijk en op een prettige manier Hierdoor voelden wij ons direct welkom , Ik kan een verblijf dan ook ten zeerste aanraden als je een verblijfplaats zoekt in de omgeving van Seattle ",nl
22319,2027236,50447299,2015-10-12,5355672,Dorothee," Kleines dunkles sauberes Zimmer Gut zur Ankunft nach langem Anflug da in Flughafenn he Ungeeignet f r Aufenthalte um die Stadt kennen zu lernen , Nur im Sommer buchen Es ist ein feuchtes k hles Zimmer Als wir im Oktober dort waren kamen die Besitzer erst am Morgen unserer Abreise auf die Idee das Zimmer zu beheizen ",de
22351,5259194,29120868,2015-04-04,27211634,Aohan,  louis louis ,zh-cn
22399,5259194,42824925,2015-08-16,7473690,Emmanuel," Superbe maison 20 min pied de downtown dans un quartier tr s agr able , Louis et Kevin sont des h tes tr s sympathiques qui font tout pour que le s jour se passe bien ",fr
22433,5259194,56777598,2015-12-18,28895487,Pierre," Nous avons t parfaitement re u par Louis et Kevin La chambre tait tr s confortable la maison charmante et id alement situ e Nous recommandons chaleureusement ce logement ,  , ",fr
22438,4251426,51776814,2015-10-24,21377767,Seung Oh,"  ,  ",ko
22644,1386306,45659723,2015-09-05,34783074,Mini,  ,zh-tw
22690,1539463,40737124,2015-08-02,33743393,Mathias," English below ,  ,  , Die Unterkunft war wirklich klasse ich war mehr als positiv berrascht Rainer der Gastgeber mitsamt seiner Frau waren freundlich allzeit hilfsbereit und trotzdem sehr unaufdringlich , Der Raum war nicht gro auf dem Bild ist das allgemeine Wohnzimmer zu sehen zum bernachten auf f r viele Tage ich war 10 Tage dort absolut ausreichend Die Lage ist super B s Downtown Seattle mit dem Bus 15 Minuten inklusive Gehzeit zur Busstation und die Gegend ist mit den ffentlichen sehr gut vernetzt Selbst zu Fu von Downtown in reichlichen 30 Minuten zu erreichen Die Nachbarschaft ist sehr durchmischt was ich sehr positiv finde d h von jung bis alt von reich bis arm und von bildhaft gesprochen schwarz bis weis alles vorhanden inklusive der Stra enparty am Wochenende ,  , Bei meinem n chsten Aufenthalt in SEA werde ich sehr gerne wieder bei Rainer anklopfen ,  ,  ,  , The lodging is great it was apositive surprise to me Rainer the host is great including his charming wife Helping always on service but nevertheless very discreet , The room tend to be smaller but even for longer stays absolutely comfortable The location is great within an vibrant neighborhood and still close to Seattle Downtown By bus 20 minutes inkluding walk to bus station greatly cross linked to the public tansport and even by foot within 35 minutes walking distance from Downtown , If I come back to Seattle I will again knock at Rainers door ",de
22727,5096363,55490655,2015-12-01,46616652,Meinolf," Gem tliches ruhiges Zimmer Es war alles so wie beschrieben , Die Gastgeberin Emily habe ich in 4 Tagen nicht einmal gesehen Aber alles hat prima geklappt Die Lage ist sehr ruhig Zur n chsten Busverbindung muss man ca 5 Minuten zu Fu laufen Internet Verbindung war super ",de
22793,8617171,53279566,2015-11-07,45572960,Gang,  ,zh-cn
22979,7534300,40678500,2015-08-01,39570574,Jinping, RICK 3 5 ,zh-cn
23015,4125779,45033615,2015-08-30,42438013,Elena,  20 ,zh-cn
23092,1455269,38692724,2015-07-18,28322100,Xuejiang," Yvonne ,  ",zh-cn
23257,859467,7804316,2013-10-03,8333499,Tiger,  ,zh-cn
23268,859467,17738386,2014-08-17,5828341,Astrid, Das Beach House war sehr gut beschrieben und hatte eine tolle Lage Auch die Nachbarschaft ist absolut sicher und wir hatten eine sch ne Zeit dort Die Aussicht ist traumhaft und man sitzt wirklich direkt am Meer Wenn man morgens aufwacht und aufs Wasser schaut ist das nur grandios Und das entsch digt f r das schon in die Jahre gekommene Haus Es ist alles vorhanden was man zum t glichen Leben braucht und auch die K che ist komplett ausgestattet Es ist halt ein bewohntes Haus das vermietet wird und man darf sich nicht an den vielen pers nlichen Dingen st ren Es war sauber und das Bett ok Alles Gute f r Michael,de
23550,1820794,13405454,2014-05-27,12558554,Rainer," Wir hatten eine wundervolle Zeit bei Pam Der Empfang war sehr liebevoll , vorbereitet und die Wohnung geschmackvoll und perfekt eingerichtet , F r unser Belange st ndiger Besuch vom Enkelkind war bei bestem Wetter , vor allem die gro e Terrasse mit eigenem Garten und Blick auf die nahe Spaceneedle nicht zu berbieten Wir haben 16 Tage Aufenthalt dort genossen und hoffen auf eine Wiederholung ,  , Anne und Rainer ",de
23556,1820794,17615446,2014-08-15,7972230,Anne," Une tr s bonne adresse Pam est accueillante et le studio est agr able avec sa terrasse couverte sa vue et le jardin a grimpe raide pour y arriver mais c est un quartier tr s agr able avec des architectures de maisons fabuleuses promenez vous dans les rues adjacentes a vaut la peine si vous r sidiez plus pr s du centre vous manqueriez tout a Chouettes restos tout proches galement Un b mol l isolation phonique on entend tout ce qui se passe dans l appartement en dessus , Merci Pam de sa gentillesse ",fr
23619,1820794,39259947,2015-07-22,23114103,Sonja, Pam ist eine tolle Gastgerberin Jede Anfrage wurde sehr schnell und ausf hrlich beantwortet Der Empfang war sehr herzlich neben einem Begr ungsanschreiben haben wir zahlreiche Informationen ber Seattle sehr hilfreich und eine sch ne Flasche Wein erhalten Herzlichen Dank Die Wohnung und die Lage ruhig aber dennoch sehr zentral haben uns uns auch sehr gut gefallen Vor allem die eigene Terrasse ist sehr sch n F r uns waren es perfekte Tage ,de
23620,1820794,39726942,2015-07-26,26286444,Fabrice," Nous avons pass un excellent s jour Seattle L appartement de Pam est tr s agr able tr s confortable et parfaitement quip Nous nous sentions comme chez nous Nous avons aussi beaucoup aim la grande terrasse et le jardin avec la vue sur la Space Needle Le quartier est calme et l appartement est bien situ Il est facile de stationner sa voiture dans la rue mais la pente est raide Il y a un arr t de bus proximit pour rejoindre rapidement le centre ville et on peut aller pied au Seattle Center ou au Kerry Park qui sont proches C tait notre premi re visite Seattle Nous avons ador , ",fr
23635,1820794,50158424,2015-10-10,12558554,Rainer," Liebe Pam lieber Patrick ,  , Danke f r 4 Wochen Aufenthalt in Eurer Wohnung , Wie immer Zweiter Aufenthalt bei Euch hat es uns , ausgezeichnet gefallen Danke f r Euren netten Empfang , mit Begr ungswein und Begr ungstafel an der Wand , Wir haben uns rundum wohlgef hlt und nat rlich zusammen , mit unserem Enkelkind die Terrasse und den zugeh rigen , Garten mit Blick auf die Space Needle genossen , Es war schon etwas wie zweite Heimat bei Euch und wir hoffen , dieses Erlebnis im n chsten Jahr zu wiederholen ,  , Bis dahin alle guten W nsche f r Euch und ,  Thanks for your hospitality ,  , Anne und Rainer Blasum lteres Ehepaar von 70 ",de
23749,3821822,49057047,2015-09-30,2205934,Henk, Sfeervol en persoonlijk ingericht appartement met aandacht voor detail Alle basis voorzieningen zijn aanwezig Goed bereikbaar met openbaar vervoer Jill is indien nodig makkelijk bereikbaar en een prima gastvrouw Jill dank voor je gastvrijheid en ontvangst ,nl
